nexonsn,npsn,bonusprob,bonustype,gender,classgroup,charid,probitemgetresult,itemlevel,itemget,itemid,itemtype,itemgrade,itemenchantbef,itemenchantaft,itemuid,itemgetprob,playtime,chartype,usernickname,charcode,probitemgettype,userlevel,tribe,ispcroom,idcategory,id,actionid,charlevel,charname,class,isburningchar
671104944,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,96565386,1,90,1,1292006,1,2,3,4,4900058851300473159,85,5610,null,null,null,1,null,16413,2,WrappedArray(meso),WrappedArray(117600),20211215225902946,220,매화흥,16413,0
1829175098,null,"WrappedArray(30.0, 69.97, 0.03, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,28825338,3,140,1,1113055,1,4,16,15,7205760400225719605,30,9829,null,null,null,1,null,423,2,WrappedArray(meso),WrappedArray(25931250),20211215225905075,243,준발,423,0
1946660489,null,"WrappedArray(30.0, 0.0, 0.03, 70.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6090623,2,160,1,1152178,1,4,15,15,1441156102711605390,30,2464,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(32863050),20211215225905823,250,청시환,413,0
1812427185,null,"WrappedArray(50.0, 0.0, 0.0, 50.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97755557,1,160,1,1073030,1,2,10,11,3170676615865501170,50,6152,null,null,null,1,null,413,2,WrappedArray(meso),WrappedArray(5975460),20211215225905897,240,Oo테라oO,413,0
1560729119,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245103,1,130,1,1032241,1,0,7,8,4755802172872410826,65,3503,null,null,null,1,null,3511,1,WrappedArray(meso),WrappedArray(647680),20211215225906141,100,mikuruto19,3511,0
873061154,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,33018487,1,150,1,1062165,1,2,4,5,2021277163583516897,80,404,null,null,null,1,null,113,2,WrappedArray(meso),WrappedArray(642200),20211215225906527,242,내집사해라냥,113,0
1158280694,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7048162,1,150,1,1132296,1,1,1,2,8070451713364002582,90,932,null,null,null,1,null,332,2,WrappedArray(meso),WrappedArray(271000),20211215225907453,141,mmiinnssuu33,332,0
168052931,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,100678769,1,88,1,1051095,1,2,1,2,7638106192086051890,90,356,null,null,null,1,null,6112,1,WrappedArray(meso),WrappedArray(52725),20211215225908012,141,짖어라김예진,6112,0
1829569141,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7084888,1,65,1,1032020,1,0,0,1,5476379075322892860,95,124,null,null,null,1,null,1512,2,WrappedArray(meso),WrappedArray(12000),20211215225908587,102,김또모,1512,0
738273608,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5832845,1,110,1,1113089,1,0,7,8,7638106170611560329,65,7116,null,null,null,1,null,233,2,WrappedArray(meso),WrappedArray(414093),20211215225909087,229,옥희콩,233,0
1627685185,null,"WrappedArray(45.0, 55.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,26347999,3,145,1,1022277,1,1,11,10,4755801666064795689,45,72813,null,null,null,1,null,10113,2,WrappedArray(meso),WrappedArray(5937785),20211215225908812,251,보린,10113,0
1443300994,null,"WrappedArray(73.5, 0.0, 0.0, 26.5, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,101260918,1,110,1,1012478,1,2,6,7,4179341313193914836,70,11362,null,null,null,1,null,15512,2,WrappedArray(meso),WrappedArray(373700),20211215225909359,176,아크변신파워,15512,0
302672472,null,"WrappedArray(40.0, 0.0, 0.01, 60.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6511205,1,140,1,1052802,1,2,12,13,7349875794459572592,40,11842,null,null,null,1,null,412,2,WrappedArray(meso),WrappedArray(6773413),20211215225910695,155,양산표창쟁이,412,0
1828841914,null,"WrappedArray(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,22123807,1,0,1,1005923,1,,0,0,371378099,20000,6,null,null,null,2,null,6513,2,"WrappedArray(itemboxtype, itemboxid, purchaseSN, itemuid)","WrappedArray(RoyalStyle, 5680159, 110000000, 371378079)",20211215225910948,250,존멋,6513,0
453445770,null,"WrappedArray(55.0, 0.0, 0.0, 45.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30137642,2,120,1,1112679,1,0,9,9,864696608833442330,55,11193,null,null,null,1,null,16212,2,WrappedArray(meso),WrappedArray(692200),20211215225911376,176,라라메토,16212,0
1627685185,null,"WrappedArray(40.0, 59.99, 0.01, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,26347999,3,145,1,1022277,1,1,12,11,4755801666064795689,40,72817,null,null,null,1,null,10113,2,WrappedArray(meso),WrappedArray(7370100),20211215225912528,251,보린,10113,0
1628045768,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,1601532,2,100,1,1050099,1,2,6,6,1520418457782,70,13009,null,null,null,1,null,16412,2,WrappedArray(meso),WrappedArray(281000),20211215225912775,100,늑머하루찡,16412,0
33796860,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97970728,1,100,1,1002379,1,2,1,2,142499671453592,90,29904,null,null,null,1,null,332,2,WrappedArray(meso),WrappedArray(81000),20211215225913422,135,아다지상,332,0
1980090818,null,"WrappedArray(45.0, 0.0, 0.0, 55.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,41858749,1,160,1,1152179,1,4,11,12,1441157361136858542,45,315,null,null,null,1,null,2513,2,WrappedArray(meso),WrappedArray(7557570),20211215225913600,276,미말,2513,0
1242104778,null,"WrappedArray(55.0, 0.0, 0.0, 45.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,90025308,1,130,1,1032241,1,1,9,10,4900058838416215789,55,96806,null,null,null,1,null,233,2,WrappedArray(meso),WrappedArray(879800),20211215225913816,256,숍다기,233,0
906566295,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7078003,1,120,1,1122000,1,1,4,5,7926336529583117243,80,3283,null,null,null,1,null,15512,2,WrappedArray(meso),WrappedArray(346600),20211215225913793,172,숑먹팬,15512,0
553726252,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7086100,1,80,1,1002338,1,0,1,2,8070451713363966374,90,3764,null,null,null,1,null,6112,2,WrappedArray(meso),WrappedArray(42000),20211215225913796,100,귀빻,6112,0
570455289,null,"WrappedArray(89.25, 0.0, 0.0, 10.75, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97971347,1,30,1,1022254,1,0,3,4,6054758831684105573,85,1527,null,null,null,1,null,220,2,WrappedArray(meso),WrappedArray(5300),20211215225914286,43,Tcll삐,220,0
1610913775,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,16369079,2,110,1,1113149,1,2,6,6,1729524692156927280,70,518,null,null,null,1,null,2413,2,WrappedArray(meso),WrappedArray(336330),20211215225914963,249,아씨시바,2413,0
1628045768,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,1601532,1,100,1,1050099,1,2,6,7,1520418457782,70,13011,null,null,null,1,null,16412,2,WrappedArray(meso),WrappedArray(281000),20211215225914896,100,늑머하루찡,16412,0
101180638,null,"WrappedArray(30.0, 0.0, 0.03, 70.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,90309812,2,135,1,1022232,1,4,15,15,7926336009892922113,30,3239,null,null,null,1,null,233,2,WrappedArray(meso),WrappedArray(20837205),20211215225915045,255,코푸케이키,233,0
1426388711,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7082944,1,100,1,1442044,1,0,3,4,1729384202530505639,85,4949,null,null,null,1,null,132,2,WrappedArray(meso),WrappedArray(161000),20211215225915494,100,손창꾼,132,0
1426388711,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7082944,1,100,1,1442044,1,0,4,5,1729384202530505639,80,4950,null,null,null,1,null,132,2,WrappedArray(meso),WrappedArray(201000),20211215225916961,100,손창꾼,132,0
302672472,null,"WrappedArray(35.0, 64.98, 0.02, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,6511205,3,140,1,1052802,1,2,13,12,7349875794459572592,35,11849,null,null,null,1,null,412,2,WrappedArray(meso),WrappedArray(8273518),20211215225917125,155,양산표창쟁이,412,0
101306738,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102242345,1,65,1,1382007,1,2,2,3,576519373689388110,85,1838,null,null,null,1,null,1211,2,WrappedArray(meso),WrappedArray(34000),20211215225918977,66,태봉이의플위,1211,0
436296806,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,101352113,1,100,1,1050099,1,1,2,3,58737349013954,85,12241,null,null,null,1,null,434,2,WrappedArray(meso),WrappedArray(121000),20211215225919246,101,득랴,434,0
1846203007,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,28025401,1,0,1,1073506,1,0,1,2,-1,90,7581,null,null,null,1,null,6311,2,WrappedArray(meso),WrappedArray(1100),20211215225919814,90,cj블루집사,6311,0
553726252,null,"WrappedArray(80.0, 0.0, 0.0, 20.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7086100,1,80,1,1002338,1,0,4,5,8070451713363966374,80,3770,null,null,null,1,null,6112,2,WrappedArray(meso),WrappedArray(103400),20211215225919818,100,귀빻,6112,0
1577220647,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97938318,1,150,1,1042258,1,1,1,2,4179341407683177896,90,11653,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(262870),20211215225919987,224,중이의아델,15113,0
470339390,null,"WrappedArray(40.0, 0.0, 0.01, 60.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5829231,1,130,1,1092089,1,2,12,13,4899918202760688959,40,1046,null,null,null,1,null,2219,2,WrappedArray(meso),WrappedArray(5591100),20211215225921968,244,greedyfate,2219,0
33796860,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97970728,1,100,1,1002379,1,2,6,7,142499671453592,70,29913,null,null,null,1,null,332,2,WrappedArray(meso),WrappedArray(281000),20211215225922297,135,아다지상,332,0
587509861,null,"WrappedArray(50.0, 0.0, 0.0, 50.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,20624518,2,200,1,1342104,1,4,10,10,6054620158828209264,50,66827,null,null,null,1,null,435,2,WrappedArray(meso),WrappedArray(11669850),20211215225922894,260,Bless,435,0
285250122,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,23295535,1,80,1,1082117,1,2,0,1,288235873710677703,95,2407,null,null,null,1,null,323,2,WrappedArray(meso),WrappedArray(20855),20211215225922849,241,네버고백,323,0
1694630828,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,90540271,1,130,1,1072976,1,2,6,7,4755802164281151116,70,15701,null,null,null,1,null,533,2,WrappedArray(meso),WrappedArray(585390),20211215225924115,275,과설탕,533,0
1980090818,null,"WrappedArray(40.0, 0.0, 0.01, 60.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,41858749,1,160,1,1152179,1,4,12,13,1441157361136858542,40,325,null,null,null,1,null,2513,2,WrappedArray(meso),WrappedArray(9380610),20211215225924468,276,미말,2513,0
1292438471,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5985671,1,120,1,1050253,1,2,0,1,7926336559647845902,95,580,null,null,null,1,null,530,2,WrappedArray(meso),WrappedArray(67997),20211215225926523,61,원스라이프,530,0
1560729119,null,"WrappedArray(75.0, 0.0, 0.0, 25.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245103,1,140,1,1132272,1,0,5,6,5764670933309616457,75,3524,null,null,null,1,null,3511,1,WrappedArray(meso),WrappedArray(606832),20211215225926905,100,mikuruto19,3511,0
436296806,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,101352113,1,100,1,1050099,1,1,7,8,58737349013954,65,12249,null,null,null,1,null,434,2,WrappedArray(meso),WrappedArray(321000),20211215225926625,101,득랴,434,0
853854,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43335854,1,110,1,1072272,1,2,3,4,7205760675103181624,85,21048,null,null,null,1,null,412,2,WrappedArray(meso),WrappedArray(214000),20211215225927065,110,Anytime71,412,0
117677280,null,"WrappedArray(42.0, 0.0, 0.01, 58.0, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,12244157,1,140,1,1132272,1,2,12,13,2017618096260652238,40,5944,null,null,null,1,null,1413,2,WrappedArray(meso),WrappedArray(6982900),20211215225927924,244,offnen,1413,0
486802925,null,"WrappedArray(47.25, 0.0, 0.0, 52.75, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7263584,1,120,1,1113282,1,2,11,12,6354615902516399273,45,22273,null,null,null,1,null,15113,1,WrappedArray(meso),WrappedArray(3259744),20211215225927967,236,아델rbejr,15113,0
1577220647,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97938318,1,150,1,1042258,1,1,7,8,4179341407683177896,65,11663,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(1048570),20211215225929458,224,중이의아델,15113,0
1963113957,null,"WrappedArray(31.5, 68.47, 0.03, 0.0, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,96875193,3,160,1,1073030,1,3,16,15,3458906760088918011,30,12602,null,null,null,1,null,15113,2,WrappedArray(meso),WrappedArray(41718051),20211215225930022,253,adelionnn,15113,0
1544095296,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30139410,1,110,1,1122274,1,1,0,1,3747000387530557490,95,11819,null,null,null,1,null,16212,1,WrappedArray(meso),WrappedArray(51490),20211215225931989,163,셉존라라,16212,0
1292438471,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,5985671,1,120,1,1050253,1,2,2,3,7926336559647845902,85,586,null,null,null,1,null,530,2,WrappedArray(meso),WrappedArray(202148),20211215225932583,61,원스라이프,530,0
2114468197,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,41623678,1,120,1,1032031,1,2,7,8,576466567689221537,65,81,null,null,null,1,null,435,2,WrappedArray(meso),WrappedArray(554000),20211215225932218,237,소라찜에소주,435,0
587509861,null,"WrappedArray(30.0, 69.98, 0.02, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,20624518,3,200,1,1342104,1,4,14,13,6054620158828209264,30,66837,null,null,null,1,null,435,2,WrappedArray(meso),WrappedArray(26960850),20211215225933081,260,Bless,435,0
436489179,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,97328451,1,80,1,1082117,1,2,3,4,142499671497074,85,8335,null,null,null,1,null,3113,2,WrappedArray(meso),WrappedArray(82900),20211215225933313,242,네힁시즌2,3113,0
1359531009,null,"WrappedArray(95.0, 0.0, 0.0, 5.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245923,1,75,1,1032022,1,1,0,1,7349875815934400551,95,5751,null,null,null,1,null,2214,2,WrappedArray(meso),WrappedArray(17900),20211215225933592,93,경치붑,2214,0
168052931,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,100678769,1,110,1,1052134,1,2,3,4,4323514134812526728,85,381,null,null,null,1,null,6112,1,WrappedArray(meso),WrappedArray(203300),20211215225933664,141,짖어라김예진,6112,0
705222489,null,"WrappedArray(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7089014,1,0,1,1103068,1,,0,0,139735395,50000,57,null,null,null,2,null,15100,2,"WrappedArray(itemboxtype, itemboxid, purchaseSN, itemuid)","WrappedArray(RoyalStyle, 5680159, 110000000, 139735281)",20211215225934376,12,사랑의술,15100,0
1544095296,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,30139410,1,110,1,1122274,1,1,1,2,3747000387530557490,90,11821,null,null,null,1,null,16212,1,WrappedArray(meso),WrappedArray(102125),20211215225934418,163,셉존라라,16212,0
839284249,null,"WrappedArray(90.0, 0.0, 0.0, 10.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7507525,1,20,1,1072019,1,2,1,2,5188148845200037192,90,24278,null,null,null,1,null,2700,2,WrappedArray(meso),WrappedArray(1600),20211215225934379,29,월요일은쫄깃,2700,0
1560729119,null,"WrappedArray(55.0, 0.0, 0.0, 45.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,102245103,2,140,1,1132272,1,0,9,9,5764670933309616457,55,3531,null,null,null,1,null,3511,1,WrappedArray(meso),WrappedArray(1010712),20211215225934800,100,mikuruto19,3511,0
1426388711,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7082944,1,100,1,1040122,1,0,6,7,7638106162021337630,70,4969,null,null,null,1,null,132,2,WrappedArray(meso),WrappedArray(281000),20211215225935043,100,손창꾼,132,0
1309280136,null,"WrappedArray(65.0, 0.0, 0.0, 35.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,27970914,1,150,1,1062166,1,2,7,8,5764616825933821052,65,11597,null,null,null,1,null,223,2,WrappedArray(meso),WrappedArray(1081000),20211215225935517,217,김광윤1,223,0
1627685185,null,"WrappedArray(30.0, 0.0, 0.03, 70.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,26347999,2,145,1,1022277,1,1,15,15,4755801666064795689,30,72840,null,null,null,1,null,10113,2,WrappedArray(meso),WrappedArray(25818910),20211215225935541,251,보린,10113,0
1744937302,null,"WrappedArray(50.0, 0.0, 0.0, 50.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,4704745,1,150,1,1132178,1,3,1,2,6354615481608782814,50,7371,null,null,null,1,null,2513,2,WrappedArray(meso),WrappedArray(55832200),20211215225936654,264,짱깩,2513,0
1375976297,null,"WrappedArray(75.0, 0.0, 0.0, 25.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,7079787,1,140,1,1072968,1,2,5,6,7205760602088748105,75,3481,null,null,null,1,null,222,2,WrappedArray(meso),WrappedArray(659600),20211215225937083,171,리미짱짱썬콜,222,0
1359502094,null,"WrappedArray(85.0, 0.0, 0.0, 15.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,94238402,1,140,1,1122150,1,3,2,3,8214566970159269798,85,22194,null,null,null,1,null,2413,2,WrappedArray(meso),WrappedArray(330300),20211215225938082,266,현극,2413,0
587509861,null,"WrappedArray(40.0, 0.0, 0.01, 60.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,20624518,1,200,1,1342104,1,4,12,13,6054620158828209264,40,66843,null,null,null,1,null,435,2,WrappedArray(meso),WrappedArray(18320670),20211215225938817,260,Bless,435,0
286079045,null,"WrappedArray(84.0, 0.0, 0.0, 16.0, 0.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,43337082,1,70,1,1222005,1,1,4,5,4467571792424212350,80,19459,null,null,null,1,null,6511,2,WrappedArray(meso),WrappedArray(69600),20211215225939302,99,귀앤욤버,6511,0
117677280,null,"WrappedArray(40.0, 59.99, 0.01, 0.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,12244157,3,140,1,1132272,1,2,12,11,2017618096260652238,40,5956,null,null,null,1,null,1413,2,WrappedArray(meso),WrappedArray(6982900),20211215225939856,244,offnen,1413,0
168052931,null,"WrappedArray(70.0, 0.0, 0.0, 30.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,100678769,1,110,1,1052134,1,2,6,7,4323514134812526728,70,387,null,null,null,1,null,6112,1,WrappedArray(meso),WrappedArray(355015),20211215225939795,141,짖어라김예진,6112,0
2063670686,null,"WrappedArray(31.5, 0.0, 0.03, 68.5, 1.0, 1.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,24064962,1,160,1,1012632,1,4,15,16,2305848210419360281,30,892,null,null,null,1,null,313,2,WrappedArray(meso),WrappedArray(69377550),20211215225940553,257,뻐버벙,313,0
1627689331,null,"WrappedArray(55.0, 0.0, 0.0, 45.0, 0.0, 0.0)","WrappedArray(SuccessProb, DowngradeProb, DestroyProb, NoChangeProb, DestroyDefensible, MiniGameBonus)",U,null,1594860,2,130,1,1072965,1,1,9,9,2017614140595510661,55,1118,null,null,null,1,null,16412,2,WrappedArray(meso),WrappedArray(879800),20211215225942641,133,호영몰루,16412,0
